,price,location,baths,bedrooms,Total_Area
123661,255.0,G-8,4,4,1361.255
123946,98.0,Ghauri Town,0,0,1089.004
123947,450.0,F-11,7,7,2450.259
123949,590.0,F-10,5,5,59895.0
123951,275.0,DHA Defence,6,5,2722.51
123953,950.0,F-10,5,5,70785.0
123954,950.0,F-10,5,5,70785.0
123955,1000.0,F-11,8,7,5445.0
123956,2300.0,F-7,8,7,21780.0
123957,1700.0,F-7,5,5,5445.0
124139,35.0,DHA Defence,0,0,1361.255
124379,35.0,DHA Defence,2,2,1361.255
124380,380.0,G-13,7,6,38659.642
124381,60.0,Madina Town,4,4,1361.255
124382,28.0,DHA Defence,2,2,1361.255
124383,73.0,Korang Town,4,4,1361.255
124384,23.0,DHA Defence,2,2,1361.255
124385,74.0,DHA Defence,4,3,2178.008
124386,64.0,DHA Defence,4,3,2178.008
124554,45.0,DHA Defence,4,3,2178.008
124555,155.0,National Police Foundation O-9,4,4,2722.51
124556,85.0,National Police Foundation O-9,4,4,1361.255
124557,85.0,National Police Foundation O-9,4,4,1361.255
124558,105.0,Soan Garden,4,4,1361.255
124559,105.0,Soan Garden,4,4,1361.255
124560,155.0,National Police Foundation O-9,5,5,2722.51
124561,85.0,National Police Foundation O-9,3,3,1361.255
124562,425.0,Bahria Town,6,5,5445.0
124563,280.0,Bahria Town,5,4,2722.51
124564,280.0,Bahria Town,5,4,2722.51
124565,280.0,Bahria Town,5,4,2722.51
124566,280.0,Bahria Town,5,4,2722.51
124754,280.0,Bahria Town,5,4,2722.51
124755,280.0,Bahria Town,5,4,2722.51
124756,280.0,Bahria Town,5,4,2722.51
124757,280.0,Bahria Town,5,4,2722.51
124763,280.0,Bahria Town,5,4,2722.51
124764,280.0,Bahria Town,5,4,2722.51
124765,280.0,Bahria Town,5,4,2722.51
124766,280.0,Bahria Town,5,4,2722.51
124767,280.0,Bahria Town,5,4,2722.51
124768,280.0,Bahria Town,5,4,2722.51
124769,280.0,Bahria Town,5,4,2722.51
124770,280.0,Bahria Town,5,4,2722.51
124771,280.0,Bahria Town,5,4,2722.51
124772,280.0,Bahria Town,5,4,2722.51
124773,280.0,Bahria Town,5,4,2722.51
124774,65.0,DHA Defence,3,3,2178.008
124775,48.0,Lehtarar Road,3,2,1361.255
124776,155.0,FECHS,5,5,2450.259
124777,240.0,I-10,0,4,15246.056
124778,160.0,I-10,0,6,11979.043999999998
124779,175.0,I-10,0,4,18240.817
124780,225.0,I-10,0,6,11979.043999999998
124974,280.0,Bahria Town,5,4,2722.51
124975,280.0,Bahria Town,5,4,2722.51
124976,280.0,Bahria Town,5,4,2722.51
124977,280.0,Bahria Town,5,4,2722.51
124978,280.0,Bahria Town,5,4,2722.51
124979,140.0,Bahria Town,3,3,1361.255
124980,140.0,Bahria Town,3,3,1361.255
124981,140.0,Bahria Town,3,3,1361.255
124982,140.0,Bahria Town,3,3,1361.255
124983,140.0,Bahria Town,3,3,1361.255
124984,140.0,Bahria Town,3,3,1361.255
124985,140.0,Bahria Town,3,3,1361.255
124986,140.0,Bahria Town,3,3,1361.255
124987,140.0,Bahria Town,3,3,1361.255
124988,140.0,Bahria Town,3,3,1361.255
124993,190.0,D-12,4,4,1089.004
124997,160.0,National Police Foundation,5,5,2722.51
124998,150.0,Pakistan Town,5,5,2722.51
124999,170.0,PWD Housing Scheme,5,5,2722.51
125000,170.0,G-13,4,4,11979.043999999998
125001,195.0,I-10,0,0,1361.255
125003,650.0,E-11,7,7,5445.0
125004,120.0,Dhok Chaudhrian,0,6,1633.506
125005,115.0,Dhok Chaudhrian,0,6,1633.506
125006,160.0,G-13,4,4,11979.043999999998
125205,76.0,DHA Defence,3,3,2178.008
125206,150.0,G-13,4,4,2178.008
125207,250.0,G-13,6,5,2178.008
125208,265.0,G-13,5,5,2178.008
125209,365.0,G-11,5,5,2178.008
125210,170.0,G-13,5,3,11979.043999999998
125211,350.0,G-13,6,6,29675.359
125213,60.0,Bani Gala,2,2,2178.008
125214,78.0,Bani Gala,4,4,1361.255
125215,75.0,Bani Gala,4,4,1361.255
125216,75.0,Bani Gala,4,4,1361.255
125217,355.0,Bani Gala,4,4,5445.0
125218,350.0,Bani Gala,4,4,5445.0
125459,350.0,Bani Gala,4,4,5445.0
125460,345.0,Bani Gala,5,5,5445.0
125461,700.0,Bani Gala,8,7,16335.0
125462,355.0,Bani Gala,5,5,5445.0
125463,360.0,Bani Gala,5,5,5445.0
125464,375.0,E-11,6,6,1905.757
125465,100.0,B-17,4,3,1361.255
125470,265.0,Bahria Town,5,4,2722.51
125767,35.0,DHA Defence,2,2,1361.255
125768,445.0,DHA Defence,7,6,5445.0
125769,100.0,I-14,3,2,15246.056
125772,180.0,National Police Foundation O-9,5,4,5445.0
125773,15.0,Koral Chowk,0,0,6806.275
125774,1400.0,PWD Road,0,0,5445.0
125775,235.0,National Police Foundation,0,0,5445.0
125787,65.0,Bani Gala,2,2,2722.51
125788,36.0,DHA Defence,2,2,1361.255
125789,2000.0,F-6,6,6,10890.0
126020,28.0,DHA Defence,2,2,1361.255
126022,23.0,DHA Defence,2,2,1361.255
126023,74.0,DHA Defence,4,3,2178.008
126027,4.0,G-6,7,6,196020.0
126029,45.0,DHA Defence,4,3,2178.008
126030,62.0,DHA Defence,4,3,2178.008
126031,1800.0,F-7,6,6,114345.0
126032,725.0,F-6,6,5,53088.94499999999
126285,400.0,F-11,7,6,2450.259
126287,450.0,Bahria Town,6,5,5445.0
126714,205.0,G-14,3,3,1905.757
126716,1350.0,F-8,7,5,5445.0
126717,165.0,G-13,5,4,11979.043999999998
126718,160.0,G-13,5,5,11979.043999999998
126719,475.0,G-13,6,6,38659.642
126720,400.0,G-13,0,6,29675.359
126721,275.0,G-13,0,5,2178.008
126722,165.0,G-13,0,4,11979.043999999998
126723,145.0,G-14,4,4,11979.043999999998
126724,250.0,G-14,0,6,25319.343
126726,110.0,G-13,0,0,11979.043999999998
126731,36.0,DHA Defence,2,2,1361.255
126732,150.0,I-9,0,0,1361.255
126733,170.0,I-9,0,0,18240.817
126734,155.0,I-9,0,0,11979.043999999998
126735,190.0,I-9,0,0,15246.056
126736,135.0,I-9,0,0,15246.056
126737,155.0,I-9,0,0,18240.817
126738,145.0,I-9,0,0,18240.817
126739,240.0,I-9,0,0,2178.008
126740,200.0,I-10,0,0,1361.255
126741,215.0,I-10,0,0,1361.255
126742,155.0,I-10,0,0,1361.255
126743,140.0,I-10,0,0,1361.255
126744,155.0,I-10,0,0,1633.506
126745,110.0,I-10,0,0,11979.043999999998
126746,150.0,I-10,0,0,1361.255
126789,28.0,DHA Defence,2,2,1361.255
126790,250.0,PWD Housing Scheme,0,0,272.251
126791,23.0,DHA Defence,2,2,1361.255
126792,375.0,B-17,10,8,5445.0
126793,75.0,DHA Defence,4,3,2178.008
126794,290.0,G-13,0,0,29675.359
126795,135.0,G-13,0,0,11979.043999999998
126796,190.0,G-13,0,0,11979.043999999998
126797,330.0,G-13,0,0,29675.359
126798,330.0,G-13,0,0,29675.359
126803,260.0,G-13,0,0,2178.008
126804,62.0,DHA Defence,4,3,2178.008
126805,45.0,DHA Defence,4,3,2178.008
126808,66.5,DHA Defence,4,3,2178.008
126809,185.0,Pakistan Town,0,6,2722.51
126810,130.0,Pakistan Town,0,3,2722.51
126811,75.0,Pakistan Town,0,2,1361.255
126813,100.0,Pakistan Town,0,2,2178.008
127313,66.5,DHA Defence,4,3,2178.008
127314,66.5,DHA Defence,4,3,2178.008
127315,66.5,DHA Defence,4,3,2178.008
127316,350.0,G-13,0,9,28314.104
127317,900.0,G-14,0,15,70785.0
127318,300.0,G-13,0,7,29675.359
127319,150.0,G-13,0,6,11979.043999999998
127320,345.0,G-13,0,9,28314.104
127321,135.0,H-13,0,10,2178.008
127322,160.0,G-13,0,0,11979.043999999998
127323,35.0,DHA Defence,2,2,1361.255
127324,35.0,DHA Defence,2,2,1361.255
127427,35.0,DHA Defence,2,2,1361.255
127428,30.0,DHA Defence,2,2,1361.255
127429,23.5,DHA Defence,2,2,1361.255
127430,35.5,DHA Defence,2,2,1361.255
127431,30.0,DHA Defence,2,2,1361.255
127432,23.5,DHA Defence,2,2,1361.255
127588,250.0,G-9,5,4,37026.136
127589,600.0,G-13,0,7,5445.0
127590,140.0,G-13,0,4,38659.642
127591,170.0,G-14,0,0,11979.043999999998
127592,135.0,G-13,0,4,11979.043999999998
127593,275.0,G-13,0,6,2178.008
127594,260.0,G-13,0,0,38659.642
127595,600.0,G-11,0,12,65340.0
127596,43.5,DHA Defence,4,3,2178.008
127597,43.5,DHA Defence,4,3,2178.008
127598,43.5,DHA Defence,4,3,2178.008
127599,43.5,DHA Defence,4,3,2178.008
127600,43.5,DHA Defence,4,3,2178.008
127601,58.0,DHA Defence,4,3,2178.008
127602,230.0,I-14,0,4,25319.343
127603,180.0,I-14,0,4,25319.343
127604,140.0,I-14,0,4,15246.056
127605,120.0,I-14,0,4,15246.056
127606,115.0,I-14,0,4,15246.056
127607,140.0,I-14,0,4,15246.056
127608,120.0,I-14,0,4,15246.056
127609,58.0,DHA Defence,4,3,2178.008
127824,67.0,DHA Defence,4,3,2178.008
127826,44.5,DHA Defence,3,3,2178.008
128034,62.0,DHA Defence,4,3,2178.008
128035,32.0,DHA Defence,2,2,1361.255
128036,70.0,DHA Defence,4,3,2178.008
128037,29.5,DHA Defence,2,2,1361.255
128038,275.0,DHA Defence,6,5,3267.012
128039,23.0,DHA Defence,2,2,1361.255
128040,300.0,G-11,4,4,2178.008
128041,330.0,G-8,4,4,2450.259
128042,550.0,DHA Defence,6,5,5445.0
128043,145.0,Green Avenue,4,4,1361.255
128044,150.0,G-13,4,4,11979.043999999998
128045,175.0,G-13,5,5,11979.043999999998
128215,1075.0,F-7,5,5,5445.0
128216,295.0,DHA Defence,6,5,2722.51
128218,128.0,Soan Garden,5,7,1633.506
128222,450.0,DHA Defence,8,6,5445.0
128223,165.0,I-10,4,5,0.0
128395,150.0,F-10,4,6,1089.004
128396,260.0,G-13,7,5,2178.008
128397,660.0,I-8,4,4,5445.0
128398,650.0,I-8,6,6,3811.514
128400,145.0,PWD Housing Scheme,6,5,2722.51
128401,185.0,Pakistan Town,6,6,2722.51
128402,130.0,Pakistan Town,3,3,2722.51
128612,75.0,Pakistan Town,2,2,1361.255
128613,100.0,Pakistan Town,2,2,2178.008
128614,250.0,Pakistan Town,6,6,5445.0
128615,300.0,Pakistan Town,0,0,5445.0
128616,175.0,PWD Housing Scheme,5,5,25319.343
128617,85.0,Korang Town,2,2,1633.506
128618,130.0,Pakistan Town,4,4,2722.51
128619,155.0,National Police Foundation,6,6,2722.51
128620,80.0,Korang Town,2,2,1361.255
128621,360.0,Korang Town,0,0,5445.0
128622,180.0,Korang Town,5,5,32942.371
128624,135.0,Korang Town,5,5,1633.506
128625,85.0,Korang Town,2,2,1633.506
128626,155.0,Green Avenue,5,5,1633.506
128627,50.0,Ghauri Town,3,2,1361.255
128805,230.0,CBR Town,6,6,3267.012
128806,230.0,CBR Town,6,6,3267.012
128807,245.0,CBR Town,6,6,3267.012
128808,140.0,CBR Town,4,4,1905.757
128809,125.0,CBR Town,4,4,1905.757
128810,140.0,CBR Town,4,4,1905.757
128811,140.0,CBR Town,4,4,1905.757
128812,140.0,CBR Town,4,4,1905.757
128813,140.0,CBR Town,4,4,1905.757
128814,155.0,CBR Town,4,4,1905.757
128818,100.0,FECHS,5,4,1905.757
128819,160.0,I-10,3,4,1633.506
128820,135.0,I-10,3,4,1633.506
128821,150.0,I-10,2,2,1633.506
129029,335.0,E-11,0,0,2178.008
129030,380.0,E-11,0,0,2450.259
129031,245.0,G-13,0,0,2178.008
129032,265.0,G-13,0,0,2178.008
129033,270.0,G-13,0,0,2178.008
129034,165.0,G-13,0,0,11979.043999999998
129035,150.0,G-13,0,0,11979.043999999998
129036,150.0,G-13,0,0,11979.043999999998
129037,375.0,G-13,0,0,29675.359
129038,355.0,G-13,0,0,29675.359
129039,32.0,DHA Defence,2,2,1361.255
129040,165.0,G-13,4,4,1089.004
129043,250.0,Bahria Town,0,0,2722.51
129265,470.0,DHA Defence,0,0,5445.0
129266,190.0,F-17,8,6,29675.359
129267,47.0,H-13,2,2,9528.785
129268,12.0,Soan Garden,4,4,1361.255
129492,450.0,DHA Defence,0,0,5445.0
129493,75.0,DHA Defence,4,3,2178.008
129494,62.0,DHA Defence,4,3,2178.008
129495,75.0,Dhok Chaudhrian,0,4,1361.255
129497,175.0,PWD Housing Scheme,0,5,25319.343
129501,350.0,PWD Housing Scheme,6,6,5445.0
129729,100.0,F-7,8,7,10890.0
129730,795.0,DHA Defence,0,0,10890.0
129731,3000.0,F-7,8,7,10890.0
129732,325.0,DHA Defence,5,5,5445.0
129911,85.0,FECHS,0,2,1905.757
129912,170.0,PWD Housing Scheme,0,5,38659.642
129913,110.0,PWD Housing Scheme,0,4,1361.255
129914,110.0,PWD Housing Scheme,0,4,1361.255
129915,260.0,Pakistan Town,0,12,3539.263
129916,85.0,Korang Town,0,2,18240.817
129917,85.0,National Police Foundation,0,4,1361.255
129918,140.0,Pakistan Town,0,0,2722.51
129919,260.0,G-13,7,5,2178.008
129920,800.0,F-6,0,0,59895.0
129921,295.0,E-12,4,4,18240.817
129922,900.0,E-11,0,0,76230.0
129923,165.0,G-13,5,4,11979.043999999998
129924,167.0,G-13,5,4,11979.043999999998
129925,230.0,Bani Gala,7,6,4083.765
129926,155.0,G-13,5,4,11979.043999999998
130124,160.0,G-13,5,4,11979.043999999998
130125,285.0,G-13,6,5,2178.008
130126,140.0,Bani Gala,5,5,2178.008
130128,165.0,G-13,5,4,11979.043999999998
130129,150.0,G-13,5,4,11979.043999999998
130299,152.0,G-13,5,4,11979.043999999998
130300,45.0,DHA Defence,4,3,2178.008
130301,465.0,G-13,9,7,38659.642
130302,36.0,DHA Defence,2,2,1361.255
130303,150.0,G-13,5,4,11979.043999999998
130304,160.0,G-13,5,4,11979.043999999998
130305,28.0,DHA Defence,2,2,1361.255
130307,23.0,DHA Defence,2,2,1361.255
130308,265.0,G-13,0,0,2178.008
130309,250.0,G-13,6,5,2178.008
130310,170.0,G-13,5,4,11979.043999999998
130311,260.0,G-13,6,5,2178.008
130312,170.0,G-13,5,4,11979.043999999998
130313,550.0,DHA Defence,7,6,5445.0
130314,575.0,DHA Defence,7,6,5445.0
130315,475.0,DHA Defence,6,5,5445.0
130316,450.0,DHA Defence,6,5,5445.0
130317,480.0,DHA Defence,7,6,5445.0
130318,450.0,DHA Defence,7,6,5445.0
130319,240.0,DHA Defence,5,4,5445.0
130320,285.0,DHA Defence,5,4,2722.51
130321,450.0,F-11,5,5,25319.343
130475,165.0,G-13,5,4,11979.043999999998
130477,270.0,G-13,6,6,2178.008
130478,320.0,G-13,6,5,2178.008
130479,152.0,G-13,5,4,11979.043999999998
130480,495.0,DHA Defence,7,6,5445.0
130481,158.0,G-13,5,5,11979.043999999998
130483,165.0,G-13,5,4,11979.043999999998
130484,65.0,H-13,0,0,1361.255
130485,160.0,G-13,0,0,11979.043999999998
130486,160.0,G-13,0,0,11979.043999999998
130487,250.0,G-13,0,0,2178.008
130488,320.0,G-13,0,0,29675.359
130489,320.0,G-13,0,0,29675.359
130490,400.0,G-13,0,0,38659.642
130491,450.0,G-13,0,0,5445.0
130492,825.0,F-10,7,6,70785.0
130493,315.0,Bahria Town,0,0,0.0
130494,950.0,F-10,0,0,92565.0
130667,1200.0,F-10,0,0,10890.0
130668,390.0,G-9,3,3,2722.51
130669,475.0,DHA Defence,6,6,5445.0
130672,475.0,DHA Defence,6,6,5445.0
130673,270.0,DHA Defence,4,4,2722.51
130674,130.0,Pakistan Town,0,4,2722.51
130675,155.0,National Police Foundation,0,6,2722.51
130676,80.0,Korang Town,0,0,1361.255
130677,190.0,Korang Town,0,4,25319.343
130678,190.0,Korang Town,0,4,25319.343
130679,360.0,Korang Town,0,8,5445.0
130680,180.0,Korang Town,0,0,38659.642
130681,475.0,DHA Defence,6,6,5445.0
130682,450.0,E-11,6,6,2722.51
130683,175.0,B-17,0,6,5445.0
130684,185.0,DHA Defence,5,5,1361.255
130872,450.0,G-10,7,7,40565.399
130873,230.0,G-8,4,4,15246.056
130874,40.0,I-14,0,2,1361.255
130875,23.0,DHA Defence,2,2,1361.255
130877,450.0,DHA Defence,6,6,5445.0
130878,130.0,Bahria Town,3,3,1361.255
130879,72.0,DHA Defence,3,3,2178.008
130880,200.0,Bahria Town,5,5,2178.008
130881,445.0,DHA Defence,6,6,5445.0
131089,455.0,DHA Defence,7,6,5445.0
131090,525.0,DHA Defence,6,6,5445.0
131091,72.0,DHA Defence,3,3,2178.008
131093,165.0,G-13,5,5,1089.004
131094,310.0,G-13,6,5,2178.008
131095,31.0,DHA Defence,2,2,1361.255
131096,500.0,DHA Defence,6,6,5445.0
131097,120.0,I-14,0,0,15246.056
131098,140.0,I-14,0,0,18240.817
131099,115.0,I-14,0,0,15246.056
131100,125.0,I-14,0,0,15246.056
131101,160.0,I-14,0,0,2178.008
131102,110.0,I-14,0,0,15246.056
131103,120.0,I-14,0,0,15246.056
131104,138.0,I-14,0,0,15246.056
131105,220.0,I-14,0,0,25319.343
131107,140.0,G-13,0,2,1089.004
131108,245.0,G-13,0,4,1905.757
131109,135.0,G-13,0,4,1089.004
131110,300.0,G-13,0,7,2722.51
131111,350.0,G-13,0,0,29675.359
131112,300.0,DHA Defence,5,5,2722.51
131113,36.0,DHA Defence,2,2,1361.255
131114,28.0,DHA Defence,2,2,1361.255
131295,160.0,Faisal Town - F-18,4,4,2178.008
131296,120.0,I-14,0,4,15246.056
131297,25.0,Ali Pur,2,3,7623.027999999999
131298,23.0,DHA Defence,2,2,1361.255
131299,75.0,DHA Defence,4,3,2178.008
131300,61.0,DHA Defence,4,3,2178.008
131301,45.0,DHA Defence,4,3,2178.008
131302,120.0,I-14,0,0,15246.056
131303,300.0,G-11,4,4,1905.757
131553,140.0,B-17,0,4,2178.008
131556,1000.0,I-16,3,3,2178.008
131557,275.0,Bahria Town,6,5,2722.51
131559,45.0,Bani Gala,2,2,1361.255
131560,110.0,Soan Garden,5,4,1905.757
131816,195.0,DHA Defence,4,3,2994.7609999999995
131817,65.0,Bhara kahu,4,4,1361.255
131818,250.0,G-9,4,6,37026.136
131821,450.0,DHA Defence,6,5,5445.0
131822,450.0,DHA Defence,6,5,5445.0
131824,390.0,DHA Defence,9,8,81675.0
131825,550.0,E-11,7,6,4356.016
132066,120.0,Ghauri Town,5,6,1633.506
132067,3000.0,F-7,10,9,10890.0
132068,2125.0,F-10,10,11,130680.0
132069,65.0,Ghauri Town,5,6,1089.004
132070,165.0,PWD Housing Scheme,6,5,2178.008
132809,460.0,Bahria Town,6,5,5445.0
132810,53.0,Simly Dam Road,4,4,1361.255
132811,115.0,Murree Road,0,0,1633.506
132812,115.0,Ghauri Town,5,4,1089.004
132813,465.0,Bahria Town,7,5,5445.0
132814,850.0,F-7,7,7,65340.0
132815,350.0,G-15,10,10,38659.642
132816,300.0,G-11,4,4,2178.008
133046,150.0,Bahria Town,4,4,1361.255
133047,35.0,G-15,3,3,1361.255
133048,58.0,Ghauri Town,3,2,1361.255
133289,430.0,DHA Defence,7,7,5445.0
133292,195.0,G-15,5,5,2178.008
133293,190.0,G-15,5,5,2178.008
133294,265.0,G-15,5,5,38659.642
133295,255.0,G-15,5,5,38659.642
133530,310.0,F-11,1,4,1905.757
133531,450.0,F-11,7,6,2722.51
133532,350.0,G-10,4,4,2722.51
133534,750.0,F-10,6,5,5445.0
133536,700.0,F-11,6,5,5445.0
133537,78.0,Pakistan Town,0,2,1361.255
133552,135.0,Soan Garden,6,5,20691.076
133553,367.0,DHA Defence,6,6,4356.016
133554,367.0,DHA Defence,0,0,4356.016
133762,145.0,Soan Garden,7,7,27497.351
133763,395.0,G-9,3,0,2722.51
133764,195.0,Soan Garden,5,5,25319.343
134020,95.0,Soan Garden,3,3,18240.817
134021,130.0,Ghauri Town,0,4,1361.255
134022,90.0,Ghauri Town,0,4,9528.785
134023,450.0,E-11,6,5,2722.51
134025,315.0,G-11,5,5,2178.008
134026,125.0,Soan Garden,4,4,15246.056
134028,155.0,Soan Garden,4,4,25319.343
134030,55.0,Shaheen Town,3,2,1361.255
134031,165.0,CBR Town,5,5,2178.008
134032,120.0,Kuri Road,0,0,2178.008
134033,220.0,CBR Town,7,7,38659.642
134035,3500.0,F-7,10,10,98010.0
134037,175.0,PWD Housing Scheme,6,5,25319.343
134038,170.0,PWD Housing Scheme,4,4,25319.343
134250,380.0,DHA Defence,7,6,5445.0
134251,540.0,DHA Defence,7,6,5445.0
134253,460.0,DHA Defence,6,5,5445.0
134254,410.0,DHA Defence,6,5,5445.0
134255,1300.0,G-6,0,0,130680.0
134256,610.0,G-13,9,9,65340.0
134257,1800.0,F-7,0,0,136125.0
134259,16.5,Alipur Farash,2,3,272.251
134260,43.0,Park Road,3,3,1089.004
134480,52.0,Taramrri,3,2,1361.255
134481,250.0,G-9,7,4,15246.056
134482,260.0,G-9,4,4,18240.817
134483,300.0,G-8,5,5,2450.259
134484,215.0,G-9,3,4,15246.056
134486,245.0,G-9,4,4,18240.817
134487,250.0,G-9,4,4,18240.817
134488,300.0,G-9,4,5,29675.359
134490,37.0,Thanda Pani,4,4,816.7529999999999
134491,90.0,Model Town,4,4,1905.757
134492,300.0,Bahria Town,5,5,2722.51
134493,200.0,DHA Defence,3,3,2994.7609999999995
134496,285.0,E-11,5,4,1633.506
134497,1150.0,F-6,0,0,92565.0
134707,220.0,G-9,3,4,18240.817
134708,195.0,G-9,3,3,18240.817
134710,395.0,G-8,4,4,38659.642
134711,220.0,G-8,4,4,1633.506
134712,168.0,D-12,3,3,11979.043999999998
134713,155.0,G-13,5,4,11979.043999999998
134714,165.0,G-13,5,4,11979.043999999998
134715,267.0,G-13,6,5,2178.008
134716,280.0,G-13,6,5,1905.757
134717,265.0,G-13,6,5,2178.008
134718,18.5,Ali Pur,2,2,1089.004
134721,160.0,PWD Housing Scheme,0,0,2722.51
134722,90.0,Police Foundation Housing Society,0,0,1361.255
134723,270.0,FECHS,6,6,3267.012
134725,160.0,Pakistan Town,0,0,2722.51
134726,260.0,E-11,4,4,18240.817
134728,165.0,G-13,0,3,1089.004
134729,55.0,Bhara kahu,2,2,14973.804999999998
134730,168.0,G-13,5,3,1089.004
134941,160.0,G-13,0,3,1089.004
134942,170.0,G-13,5,3,1089.004
134945,290.0,National Police Foundation O-9,10,7,5445.0
134946,42.0,Tarlai,2,2,816.7529999999999
134949,250.0,G-10,0,0,1905.757
134950,305.0,G-13,6,5,2178.008
134951,375.0,G-13,6,6,2722.51
134953,160.0,I-10,4,4,1633.506
134954,165.0,Ghauri Town,3,3,28586.355
134956,450.0,DHA Defence,6,5,5445.0
134958,350.0,G-13,6,6,2722.51
134960,500.0,G-13,8,7,4356.016
134964,105.0,I-14,2,2,15246.056
134966,158.0,G-13,5,3,1089.004
134967,275.0,F-17,10,10,38659.642
134968,120.0,Pakistan Town,3,3,2994.7609999999995
135175,75.0,Ghauri Town,4,4,1361.255
135176,140.0,Soan Garden,6,5,1905.757
135177,95.0,Chatha Bakhtawar,2,2,1361.255
135180,2200.0,F-8,10,11,196020.0
135181,165.0,G-13,5,4,11979.043999999998
135182,275.0,G-13,6,5,2178.008
135183,80.0,B-17,5,4,2178.008
135185,1200.0,F-8,6,5,70785.0
135187,565.0,I-8,6,6,38659.642
135188,185.0,G-14,6,4,1361.255
135189,950.0,I-8,10,10,65340.0
135190,240.0,Zaraj Housing Scheme,7,6,3267.012
135191,1900.0,F-6,10,11,10890.0
135192,135.0,B-17,3,3,1361.255
135193,135.0,Ghauri Town,6,8,1905.757
135194,275.0,G-13,7,6,2178.008
135391,165.0,G-13,5,4,11979.043999999998
135392,310.0,G-15,7,7,4900.518
135393,300.0,G-15,7,7,38659.642
135394,180.0,G-14,6,4,1361.255
135395,195.0,B-17,5,4,38659.642
135396,350.0,F-11,4,4,18240.817
135397,35.0,Bhara kahu,2,2,816.7529999999999
135399,165.0,CBR Town,6,5,1905.757
135400,165.0,CBR Town,6,5,1905.757
135401,165.0,CBR Town,6,5,1905.757
135402,240.0,DHA Defence,4,3,2994.7609999999995
135403,95.0,E-18,3,4,31036.614
135404,550.0,DHA Defence,5,5,5445.0
135405,155.0,G-13,4,4,1089.004
135406,120.0,I-12,6,4,1633.506
135407,170.0,G-13,0,4,1089.004
135408,290.0,G-13,7,5,1905.757
135409,250.0,Bahria Town,5,5,2722.51
135626,135.0,Bahria Town,3,3,1361.255
135627,270.0,G-13,6,4,2178.008
135628,480.0,DHA Defence,7,6,5445.0
135629,355.0,G-13,7,6,2722.51
135630,475.0,G-13,8,7,38659.642
135634,360.0,G-13,7,6,2722.51
135637,105.0,Royal Avenue,4,4,1361.255
135638,165.0,G-13,5,4,11979.043999999998
135640,265.0,G-13,6,5,2178.008
135641,160.0,Model Town,5,4,1905.757
135642,220.0,G-15,7,5,1905.757
135643,190.0,G-14,5,4,15246.056
135644,495.0,DHA Defence,6,5,5445.0
135645,45.0,Ghauri Town,2,2,9801.036
135646,210.0,G-11,4,4,15246.056
135647,285.0,Bahria Town,7,5,2722.51
135648,260.0,G-11,4,4,15246.056
135649,160.0,FECHS,6,6,2722.51
135650,23.0,DHA Defence,2,2,1361.255
135651,160.0,FECHS,6,6,3267.012
135865,350.0,DHA Defence,7,6,4356.016
135867,260.0,DHA Defence,4,3,5445.0
135868,28.0,DHA Defence,2,2,1361.255
135869,185.0,I-10,4,4,18240.817
135870,47.0,Al Huda Town,3,2,1633.506
135871,165.0,G-13,5,4,11979.043999999998
135872,260.0,G-13,5,4,2178.008
135873,160.0,PWD Housing Scheme,7,6,2450.259
135874,35.0,Koral Chowk,4,4,1361.255
135878,180.0,Bahria Town,5,5,2178.008
136146,155.0,G-13,4,4,11979.043999999998
136147,165.0,G-13,5,4,11979.043999999998
136148,72.0,Burma Town,5,4,1361.255
136149,250.0,G-13,6,5,2178.008
136153,1100.0,F-6,5,5,5445.0
136154,165.0,CBR Town,5,4,1905.757
136155,170.0,CBR Town,5,4,1905.757
136156,240.0,G-8,0,0,1905.757
136158,1450.0,F-7,7,6,5445.0
136159,2000.0,F-7,9,8,70785.0
136160,325.0,E-11,0,5,2178.008
136161,210.0,I-10,4,5,2450.259
136393,480.0,I-8,6,6,29675.359
136394,190.0,G-15,5,5,2178.008
136665,550.0,I-8,8,10,2722.51
136666,260.0,G-15,6,6,38659.642
136667,120.0,Ghauri Town,5,5,15246.056
136668,150.0,National Police Foundation O-9,5,5,27497.351
136669,150.0,CBR Town,5,5,1905.757
136671,160.0,National Police Foundation O-9,5,5,2722.51
136672,47.0,Alipur Farash,2,2,1089.004
136673,125.0,Naval Anchorage,4,4,1361.255
136674,93.0,Naval Anchorage,2,2,1361.255
136675,88.0,Naval Anchorage,2,2,1361.255
136931,460.0,DHA Defence,6,6,5445.0
136932,47.0,Ali Pur,2,2,1089.004
136933,155.0,Faisal Town - F-18,5,5,2178.008
136934,370.0,G-11,6,6,2178.008
137106,270.0,G-11,5,5,15246.056
137107,270.0,G-11,5,5,1361.255
137112,415.0,E-11,6,5,2722.51
137114,430.0,E-11,7,6,3267.012
137117,135.0,PWD Housing Scheme,5,5,25319.343
137118,95.0,CBR Town,4,4,1905.757
137119,185.0,PWD Housing Scheme,7,7,38659.642
137120,140.0,Soan Garden,6,4,1633.506
137121,98.0,Ghauri Town,0,0,1361.255
137122,425.0,E-11,6,5,2722.51
137363,530.0,DHA Defence,7,6,5445.0
137365,550.0,Emaar Canyon Views,5,5,65340.0
137367,580.0,I-8,6,6,2994.7609999999995
137370,175.0,G-13,5,4,11979.043999999998
137371,480.0,DHA Defence,7,6,5445.0
